LINHA;NOME DA ESTAÇÃO;SIGLA DA ESTAÇÃO;DESCRIÇÃO DO PRODUTO;GRUPO v1;GRUPO;LOCALIZACAO;Codigo;Codigov2;;PAINEL
2;ESTACAO CONSOLACAO            ;CNS;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;CNS-PER-41;CNS-PER-41;;
2;ESTACAO CONSOLACAO            ;CNS;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;CNS-PER-42;CNS-PER-42;;
2;ESTACAO CONSOLACAO            ;CNS;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;CNS-PER-5;CNS-PER-5;;
2;ESTACAO CONSOLACAO            ;CNS;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;CNS-PER-54;CNS-PER-54;;
2;ESTACAO CONSOLACAO            ;CNS;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;CNS-PER-55;CNS-PER-55;;
2;ESTACAO CONSOLACAO            ;CNS;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;CNS-PER-56;CNS-PER-56;;
2;ESTACAO CONSOLACAO            ;CNS;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;CNS-PER-57;CNS-PER-57;;
2;ESTACAO CONSOLACAO            ;CNS;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;CNS-PER-58;CNS-PER-58;;
2;ESTACAO CONSOLACAO            ;CNS;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;CNS-PER-59;CNS-PER-59;;
2;ESTACAO CONSOLACAO            ;CNS;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;CNS-PER-6;CNS-PER-6;;
2;ESTACAO CONSOLACAO            ;CNS;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;CNS-PER-60;CNS-PER-60;;
2;ESTACAO CONSOLACAO            ;CNS;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;CNS-PER-61;CNS-PER-61;;
2;ESTACAO CONSOLACAO            ;CNS;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;CNS-PER-62;CNS-PER-62;;
2;ESTACAO CONSOLACAO            ;CNS;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;CNS-PER-63;CNS-PER-63;;
2;ESTACAO CONSOLACAO            ;CNS;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;CNS-PER-64;CNS-PER-64;;
2;ESTACAO CONSOLACAO            ;CNS;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;CNS-PER-65;CNS-PER-65;;
2;ESTACAO CONSOLACAO            ;CNS;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;CNS-PER-66;CNS-PER-66;;
2;ESTACAO CONSOLACAO            ;CNS;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;CNS-PER-67;CNS-PER-67;;
2;ESTACAO CONSOLACAO            ;CNS;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;CNS-PER-68;CNS-PER-68;;
2;ESTACAO CONSOLACAO            ;CNS;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;CNS-PER-69;CNS-PER-69;;
2;ESTACAO CONSOLACAO            ;CNS;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;CNS-PER-7;CNS-PER-7;;
2;ESTACAO CONSOLACAO            ;CNS;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;CNS-PER-70;CNS-PER-70;;
2;ESTACAO CONSOLACAO            ;CNS;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;CNS-PER-71;CNS-PER-71;;
2;ESTACAO CONSOLACAO            ;CNS;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;CNS-PER-72;CNS-PER-72;;
2;ESTACAO CONSOLACAO            ;CNS;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;CNS-PER-8;CNS-PER-8;;
2;ESTACAO CONSOLACAO            ;CNS;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;CNS-PER-9;CNS-PER-9;;
2;ESTACAO CONSOLACAO            ;CNS;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;CNS-PS -12;CNS-PS-12;;
2;ESTACAO CONSOLACAO            ;CNS;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;CNS-PS -17;CNS-PS-17;;
2;ESTACAO CONSOLACAO            ;CNS;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;CNS-PS -18;CNS-PS-18;;
2;ESTACAO CONSOLACAO            ;CNS;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;CNS-PS -16;CNS-PS-16;;
2;ESTACAO CONSOLACAO            ;CNS;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;CNS-PS -21;CNS-PS-21;;
2;ESTACAO CONSOLACAO            ;CNS;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;CNS-MLS-9  ;CNS-MLS-9;;
2;ESTACAO CONSOLACAO            ;CNS;CLÁSSICO MEZANINO LIVRE;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO LIVRE;CNS-MLC-2 ;CNS-MLC-2;;
2;ESTACAO CONSOLACAO            ;CNS;CLÁSSICO MEZANINO LIVRE;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO LIVRE;CNS-MLC-6 ;CNS-MLC-6;;
2;ESTACAO CONSOLACAO            ;CNS;CLÁSSICO MEZANINO LIVRE;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO LIVRE;CNS-MLC-4 ;CNS-MLC-4;;
2;ESTACAO CONSOLACAO            ;CNS;CLÁSSICO MEZANINO LIVRE;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO LIVRE;CNS-MLC-5 ;CNS-MLC-5;;
2;ESTACAO CONSOLACAO            ;CNS;CLÁSSICO MEZANINO LIVRE;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO LIVRE;CNS-MLC-8 ;CNS-MLC-8;;
2;ESTACAO CONSOLACAO            ;CNS;CLÁSSICO MEZANINO LIVRE;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO LIVRE;CNS-MLP-3 ;CNS-MLP-3;;
2;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;ITQ-PS -2;ITQ-PS-2;x;
2;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;ITQ-PS -13;ITQ-PS-13;;
2;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;ITQ-PS -28;ITQ-PS-28;;
2;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;ITQ-PS -4;ITQ-PS-4;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;ITQ-MLS-1;ITQ-MLS-1;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;ITQ-MPS-10;ITQ-MPS-10;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;ITQ-MPS-11;ITQ-MPS-11;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;ITQ-MPS-6;ITQ-MPS-6;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;ITQ-MPS-9;ITQ-MPS-9;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;ITQ-PS -11;ITQ-PS-11;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;ITQ-PS -5;ITQ-PS-5;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;ITQ-PS -20;ITQ-PS-20;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;ITQ-PS -7;ITQ-PS-7;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;ITQ-PS -12;ITQ-PS-12;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;ITQ-PS -15;ITQ-PS-15;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;ITQ-PS -19;ITQ-PS-19;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;ITQ-PS -23;ITQ-PS-23;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;CLÁSSICO MEZANINO;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO;ITQ-MPP-1;ITQ-MPP-1;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;CLÁSSICO MEZANINO;CLÁSSICO;PAINEL CLÁSSICO;MEZANINO;ITQ-MPP-2;ITQ-MPP-2;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-1;ITQ-PER-1;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-10;ITQ-PER-10;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-11;ITQ-PER-11;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-12;ITQ-PER-12;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-13;ITQ-PER-13;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-14;ITQ-PER-14;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-15;ITQ-PER-15;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-16;ITQ-PER-16;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-17;ITQ-PER-17;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-18;ITQ-PER-18;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-19;ITQ-PER-19;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-2;ITQ-PER-2;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-20;ITQ-PER-20;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-21;ITQ-PER-21;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-22;ITQ-PER-22;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-23;ITQ-PER-23;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-24;ITQ-PER-24;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-25;ITQ-PER-25;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-26;ITQ-PER-26;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-27;ITQ-PER-27;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-28;ITQ-PER-28;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-29;ITQ-PER-29;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-3;ITQ-PER-3;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-30;ITQ-PER-30;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-31;ITQ-PER-31;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-32;ITQ-PER-32;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-33;ITQ-PER-33;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-34;ITQ-PER-34;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-35;ITQ-PER-35;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-36;ITQ-PER-36;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-37;ITQ-PER-37;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-38;ITQ-PER-38;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-39;ITQ-PER-39;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-4;ITQ-PER-4;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-40;ITQ-PER-40;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-41;ITQ-PER-41;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-42;ITQ-PER-42;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-43;ITQ-PER-43;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-44;ITQ-PER-44;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-45;ITQ-PER-45;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-46;ITQ-PER-46;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-47;ITQ-PER-47;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-48;ITQ-PER-48;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-49;ITQ-PER-49;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-5;ITQ-PER-5;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-50;ITQ-PER-50;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-51;ITQ-PER-51;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-52;ITQ-PER-52;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-53;ITQ-PER-53;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-6;ITQ-PER-6;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-7;ITQ-PER-7;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-8;ITQ-PER-8;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;PAINEL DE ESCADA;PAINEL DE ESCADA;PAINEL DE ESCADA;ESCADAS;ITQ-PER-9;ITQ-PER-9;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;ITQ-PS -10;ITQ-PS-10;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;ITQ-PS -6;ITQ-PS-6;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;ITQ-PS -14;ITQ-PS-14;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;ITQ-MPS-3;ITQ-MPS-3;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;ITQ-PS -18;ITQ-PS-18;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;ITQ-PS -25;ITQ-PS-25;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;ITQ-PS -22;ITQ-PS-22;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;ITQ-PS -9;ITQ-PS-9;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;ITQ-PS -26;ITQ-PS-26;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;ITQ-PS -3;ITQ-PS-3;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;ITQ-MPS-12;ITQ-MPS-12;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;ITQ-MPS-5;ITQ-MPS-5;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;ITQ-PS -21;ITQ-PS-21;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;ITQ-PS -17;ITQ-PS-17;;
3;ESTACAO CORINTHIANS-ITAQUERA  ;ITQ;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;ITQ-PS -27;ITQ-PS-27;;
5;ESTACAO GIOVANNI GRONCHI      ;GGR;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;GGR-MPS-11;GGR-MPS-11;x;
5;ESTACAO GIOVANNI GRONCHI      ;GGR;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;GGR-MPS-9;GGR-MPS-9;;
5;ESTACAO GIOVANNI GRONCHI      ;GGR;SUPER MEZANINO LIVRE;SUPER;PAINEL SUPER;MEZANINO LIVRE;GGR-MLS-7;GGR-MLS-7;;
5;ESTACAO GIOVANNI GRONCHI      ;GGR;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;GGR-MPS-10;GGR-MPS-10;;
5;ESTACAO GIOVANNI GRONCHI      ;GGR;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;GGR-PS -7;GGR-PS-7;;
5;ESTACAO GIOVANNI GRONCHI      ;GGR;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;GGR-PS -8;GGR-PS-8;;
3;ESTACAO GUILHERMINA-ESPERANCA ;VPA;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;VPA-PS -5;VPA-PS-5;x;
3;ESTACAO GUILHERMINA-ESPERANCA ;VPA;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;VPA-MPS-7;VPA-MPS-7;;
3;ESTACAO GUILHERMINA-ESPERANCA ;VPA;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;VPA-MPS-8;VPA-MPS-8;;
3;ESTACAO GUILHERMINA-ESPERANCA ;VPA;CLÁSSICO PLATAFORMA;CLÁSSICO;PAINEL CLÁSSICO;PLATAFORMA;VPA-PP -1;VPA-PP-1;;
3;ESTACAO GUILHERMINA-ESPERANCA ;VPA;CLÁSSICO PLATAFORMA;CLÁSSICO;PAINEL CLÁSSICO;PLATAFORMA;VPA-PP -2;VPA-PP-2;;
3;ESTACAO GUILHERMINA-ESPERANCA ;VPA;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;VPA-PS -1;VPA-PS-1;;
3;ESTACAO GUILHERMINA-ESPERANCA ;VPA;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;VPA-PS -4;VPA-PS-4;;
3;ESTACAO IMIGRANTES            ;IMG;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;IMG-MPS-2;IMG-MPS-2;x;
2;ESTACAO IMIGRANTES            ;IMG;SUPER MEZANINO PAGO;SUPER;PAINEL SUPER;MEZANINO PAGO;IMG-MPS-1;IMG-MPS-1;;
2;ESTACAO IMIGRANTES            ;IMG;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;IMG-PS -1;IMG-PS-1;;
2;ESTACAO IMIGRANTES            ;IMG;SUPER PLATAFORMA;SUPER;PAINEL SUPER;PLATAFORMA;IMG-PS -2;IMG-PS-2;;
3;ESTACAO JABAQUARA             ;JAB;CLÁSSICO ACESSO;CLÁSSICO;PAINEL CLÁSSICO;ACESSO;JAB-AP -2;JAB-AP-2;x;
3;ESTACAO JABAQUARA             ;JAB;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;JAB-AS -2;JAB-AS-2;;
3;ESTACAO JABAQUARA             ;JAB;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;JAB-AS -3;JAB-AS-3;;
2;ESTACAO JABAQUARA             ;JAB;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;JAB-AS -4;JAB-AS-4;;
1;ESTACAO JABAQUARA             ;JAB;CLÁSSICO ACESSO;CLÁSSICO;PAINEL CLÁSSICO;ACESSO;JAB-AP -1;JAB-AP-1;;
1;ESTACAO JABAQUARA             ;JAB;SUPER ACESSO;SUPER;PAINEL SUPER;ACESSO;JAB-AS -5;JAB-AS-5;;
